"year","number","question","answer","choice1","choice2","choice3","choice4","choice5"
"2025","24","持続可能な森林管理と認証に関する次の記述のうち、最も不適切なものはどれか。","4","①FSC（森林管理協議会）認証は、環境・社会・経済の観点から持続可能な方法で管理されている森林に与えられる国際的な認証制度である。","②SGEC（緑の循環認証会議）は、日本独自の森林管理認証制度であり、FSCとの相互認証が行われている。","③CoC（加工・流通過程の管理）認証は、認証材がサプライチェーンを通じて適切に管理されていることを証明するものである。","④PEFC（森林認証プログラムの承認制度）は、FSCと同一の組織によって運営される認証制度である。","⑤持続可能な森林管理の国際的な基準・指標として、モントリオール・プロセスなどの国際的枠組みがある。"
"2025","25","林業労働安全に関する次の記述のうち、最も不適切なものはどれか。","1","①チェーンソー作業については、振動障害を防止するための健康管理は必要とされていない。","②伐木造材作業においては、受け口と追い口を適切に作ることが安全な伐倒のために重要である。","③林業作業においては、斜面崩壊、落石等の自然災害のリスクに対する危険予知が重要である。","④集材機やウインチを使用する作業では、ワイヤーロープの点検と適切な張力管理が安全確保に必要である。","⑤刈払機の使用にあたっては、飛び石による被害防止のための防護具着用が重要である。"
"2025","26","森林バイオマスエネルギーに関する次の記述のうち、最も不適切なものはどれか。","2","①木質バイオマス発電は、化石燃料に比べてCO2排出量が少ない再生可能エネルギーとして位置付けられている。","②木質バイオマスのカーボンニュートラルとは、化石燃料と同じプロセスで大気中のCO2が増加しないことを意味する。","③木質チップや木質ペレットは、木材の端材や間伐材などを原料として製造されるバイオマス燃料である。","④固定価格買取制度（FIT）の導入により、木質バイオマス発電所の建設が促進されてきた。","⑤バイオマス発電の効率を高めるため、熱電併給（コジェネレーション）の導入が図られている。"
"2025","27","森林の多面的機能に関する次の記述のうち、最も不適切なものはどれか。","2","①水源涵養機能は、降水を土壌に貯留し、ゆっくりと流出させることで、渇水時の流量維持や洪水の緩和に貢献する機能である。","②森林の水源涵養機能は、一度涵養が確立すれば伐採後も継続して維持されるため、森林の継続的な管理は不要とされている。","③土砂流出防止機能は、森林の根系が土壌を固定し、地表面を覆う植生が雨滴による土壌侵食を防ぐことによって発揮される。","④生物多様性保全機能は、さまざまな動植物の生息・生育場所を提供することで、生態系の多様性を維持する機能である。","⑤保健・レクリエーション機能は、人々がハイキングや森林浴などを通じて心身の健康を回復・増進させる機能である。"
"2025","28","樹木の栄養と施肥に関する次の記述のうち、最も不適切なものはどれか。","5","①窒素（N）は、タンパク質や核酸の構成成分として重要な必須元素であり、不足すると葉が黄化（黄白化）する。","②リン（P）は、核酸やATPの構成成分として重要であり、根系の発達や開花・結実に関与する。","③カリウム（K）は、気孔の開閉調節や光合成産物の転流に関与し、不足すると葉の縁が枯れる症状が現れる。","④菌根菌は、樹木の根と共生し、リンなどの養分吸収を助け、樹木の成長を促進する効果がある。","⑤過剰な窒素施肥は、樹木の成長を常に促進し、耐寒性や病害虫への抵抗性を高める効果がある。"
"2025","29","木材の加工・利用に関する次の記述のうち、最も不適切なものはどれか。","2","①集成材は、複数の挽き板（ラミナ）を繊維方向を揃えて接着したものであり、大断面・長尺の部材が製造可能である。","②木材の熱処理（サーモウッド）は、木材の強度を高め、収縮・膨潤を増大させるために行われる処理である。","③MDF（中密度繊維板）は、木材を繊維状に解繊した後、接着剤を加えて成形した板材であり、表面が均一で加工性に優れる。","④木材の化学的改質には、アセチル化処理があり、これによって寸法安定性と耐久性を向上させることができる。","⑤フィンガージョイントは、木材端部を指状に加工して接合する技術で、木材の有効利用と長さ方向への延長に活用される。"
"2025","30","日本の森林・林業に関する法律に関する次の記述のうち、最も不適切なものはどれか。","2","①森林法は、森林の保続培養と森林生産力の増進を図り、国土の保全と国民経済の発展に資することを目的とする。","②森林組合法に基づく森林組合は、森林所有者および素材生産業者が等しく参加でき、組合員の経済的・社会的地位の向上を目的とする。","③木材の安定供給の確保に関する特別措置法は、木材の安定的かつ効率的な供給を確保するための措置を定めている。","④自然環境保全法は、自然環境の適正な保全を総合的に推進するための基本的事項を定めた法律である。","⑤特定非営利活動促進法（NPO法）に基づく団体も、森林ボランティア活動などの形で森林・林業に関わっている。"
"2025","31","林野火災に関する次の記述のうち、最も不適切なものはどれか。","5","①林野火災は、乾燥した気象条件や強風下で発生・拡大しやすい。","②林野火災の予防として、入山者に対する火気の制限や監視体制の強化が行われている。","③林野火災後の森林では、土砂流出や土壌侵食のリスクが高まる。","④林野火災を消火するためには、延焼を阻止する防火帯の設置や、地上・航空の連携した消火活動が有効である。","⑤林野火災は森林の更新を阻害するのみで、生態系に対して一切の正の影響をもたらさない。"
"2025","32","森林における炭素吸収・固定に関する次の記述のうち、最も不適切なものはどれか。","2","①森林は、光合成によって大気中のCO2を吸収・固定し、地球温暖化の緩和に貢献している。","②若齢林は樹木の成長が活発なため、常に老齢林よりも単位面積当たりのCO2吸収量が多い。","③伐採した木材を長期利用することは、炭素を木材製品として固定し続けることにつながる。","④土壌有機炭素は、森林生態系における主要な炭素貯留の場の一つである。","⑤持続可能な森林管理によって、伐採と植林を繰り返すことで長期的な炭素固定効果が維持できる。"
"2025","33","森林の病害に関する次の記述のうち、最も不適切なものはどれか。","5","①ナラ枯れは、菌類の感染によって発生する病害であり、カシノナガキクイムシによって媒介される。","②スギ赤枯病は、糸状菌（カビ類）が原因で発生し、葉や枝が赤褐色に変色・枯死する病害である。","③ファイトフトラ属菌による根腐れは、過湿状態の土壌で発生しやすく、樹木の衰弱・枯死を引き起こす。","④ぶな科のナラ・カシ類に発生するウドンコ病は、葉の表面に白色粉状の菌叢が見られる病害である。","⑤ベイマツ（ダグラスファー）材の輸入増加によって日本国内に持ち込まれたアラゲコフキタケは、現在日本の森林全体で主要な病原菌として深刻な被害をもたらしている。"
"2025","34","木材の乾燥に関する次の記述のうち、最も不適切なものはどれか。","3","①木材の含水率は、木材乾燥前後の質量変化から算出できる。","②天然乾燥は、木材を大気中で自然に乾燥させる方法で、コストが低い反面、乾燥に時間がかかる。","③木材の繊維飽和点（FSP）以下では含水率が変化しても木材の寸法変化は生じない。","④人工乾燥（強制乾燥）では、温度・湿度を制御することで乾燥時間を短縮できる。","⑤木材の乾燥に伴って、割れや反りなどの乾燥欠陥が発生することがある。"
"2025","35","バイオマス資源としての林業副産物に関する次の記述のうち、最も不適切なものはどれか。","3","①林地残材（伐採後に林内に残された枝葉や梢端部等）は、バイオマス燃料の原料として活用可能である。","②製材工場から排出されるおが粉やバーク（樹皮）は、木質バイオマス燃料の原料として利用されている。","③木質バイオマスの持続的利用のためには、伐採量を森林の蓄積量よりも常に多くすることが必要とされる。","④木質チップを原料とした発電は、固定価格買取制度（FIT）の対象となっており、林業の収益改善に寄与している。","⑤バイオマスボイラーによる熱供給は、化石燃料の代替として温室効果ガスの削減に貢献できる。"
